2012-02-10 01:09:57,476 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Lilo.Server; AppPath=D:\Server\Photon3\deploy\Lilo.MmoServer
   at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state)
   at System.Threading._ThreadPoolWaitCallback.PerformWaitCallbackInternal(_ThreadPoolWaitCallback tpWaitCallBack)
   at System.Threading._ThreadPoolWaitCallback.PerformWaitCallback(Object state)
2012-02-10 03:02:59,351 [6] INFO  Lilo.MmoServer.MmoPeer - DBServerAddress: 127.0.0.1:27017
2012-02-10 03:02:59,351 [6] INFO  Lilo.MmoServer.MmoPeer - DBUserName: admin, DBPassword: manglayang2010
2012-02-10 03:02:59,616 [11] INFO  Lilo.MmoServer.MmoPeer - Authenticating...
2012-02-10 03:02:59,616 [11] INFO  Lilo.MmoServer.MmoPeer - Auth: Exception
2012-02-10 03:04:07,569 [6] INFO  Lilo.MmoServer.MmoPeer - DBServerAddress: 127.0.0.1:27017
2012-02-10 03:04:07,569 [6] INFO  Lilo.MmoServer.MmoPeer - DBUserName: admin, DBPassword: manglayang2010
2012-02-10 03:04:11,273 [8] INFO  Lilo.MmoServer.MmoPeer - Logging In...
2012-02-10 03:04:11,288 [8] INFO  Lilo.MmoServer.MmoPeer - Auth: OK
2012-02-10 03:04:11,601 [9] INFO  Lilo.MmoServer.MmoPeer - Level Size (1000, 1000), Tile (10, 10)
2012-02-10 03:04:11,601 [9] INFO  Lilo.MmoServer.MmoPeer - =====> fogMode: 
2012-02-10 03:04:20,476 [8] INFO  Lilo.MmoServer.MmoPeer - View Distance 10, 10
2012-02-10 03:04:26,679 [6] INFO  Lilo.MmoServer.MmoPeer - DBServerAddress: 127.0.0.1:27017
2012-02-10 03:04:26,679 [6] INFO  Lilo.MmoServer.MmoPeer - DBUserName: admin, DBPassword: manglayang2010
2012-02-10 03:04:27,054 [8] INFO  Lilo.MmoServer.MmoPeer - Authenticating...
2012-02-10 03:04:27,069 [8] INFO  Lilo.MmoServer.MmoPeer - Auth: OK
2012-02-10 03:04:27,476 [9] INFO  Lilo.MmoServer.MmoPeer - Level Size (1000, 1000), Tile (10, 10)
2012-02-10 03:04:27,476 [9] INFO  Lilo.MmoServer.MmoPeer - =====> fogMode: 
2012-02-10 03:04:28,226 [6] INFO  Lilo.MmoServer.MmoPeer - DBServerAddress: 127.0.0.1:27017
2012-02-10 03:04:28,226 [6] INFO  Lilo.MmoServer.MmoPeer - DBUserName: admin, DBPassword: manglayang2010
2012-02-10 03:04:28,601 [11] INFO  Lilo.MmoServer.MmoPeer - Logging In...
2012-02-10 03:04:28,616 [11] INFO  Lilo.MmoServer.MmoPeer - Auth: OK
2012-02-10 03:04:31,351 [8] ERROR Lilo.Server.Db.DbManager - DbManager.GetLevel(): Object reference not set to an instance of an object.
2012-02-10 03:04:31,351 [8] ERROR Lilo.MmoServer.PhotonApplication - System.NullReferenceException: Object reference not set to an instance of an object.
   at Lilo.MmoServer.MmoPeer.OperationLoadWorld(PeerBase peer, OperationRequest request) in D:\LiLo\Lilo3\trunk\Lilo\Lilo.MmoServer\MmoPeer.cs:line 627
   at Lilo.MmoServer.MmoPeer.OnOperationRequest(PeerBase peer, OperationRequest operationRequest, SendParameters sendParameters) in D:\LiLo\Lilo3\trunk\Lilo\Lilo.MmoServer\MmoPeer.cs:line 434
   at Photon.SocketServer.Rpc.Peer.OnOperationRequest(OperationRequest operationRequest, SendParameters sendParameters) in c:\build\photon-socketserver-sdk_3.0\src\Photon.SocketServer\Rpc\Peer.cs:line 134
   at Photon.SocketServer.PeerBase.OnReceiveInternal(Byte[] data, SendParameters sendParameters) in c:\build\photon-socketserver-sdk_3.0\src\Photon.SocketServer\PeerBase.cs:line 641
   at (Object )
   at ExitGames.Concurrency.Core.DefaultExecutor.Execute(List`1 toExecute) in c:\Dev\exitgames-libs\src\Core\Concurrency\Core\DefaultExecutor.cs:line 21
   at ExitGames.Concurrency.Fibers.PoolFiber.Flush(Object ) in c:\Dev\exitgames-libs\src\Core\Concurrency\Fibers\PoolFiber.cs:line 216
   at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state)
   at System.Threading._ThreadPoolWaitCallback.PerformWaitCallbackInternal(_ThreadPoolWaitCallback tpWaitCallBack)
   at System.Threading._ThreadPoolWaitCallback.PerformWaitCallback(Object state)
2012-02-10 03:04:38,038 [8] INFO  Lilo.MmoServer.MmoPeer - View Distance 10, 10
2012-02-10 03:10:23,523 [6] INFO  Lilo.MmoServer.MmoPeer - DBServerAddress: 127.0.0.1:27017
2012-02-10 03:10:23,523 [6] INFO  Lilo.MmoServer.MmoPeer - DBUserName: admin, DBPassword: manglayang2010
2012-02-10 03:10:28,038 [8] INFO  Lilo.MmoServer.MmoPeer - Logging In...
2012-02-10 03:10:28,054 [8] INFO  Lilo.MmoServer.MmoPeer - Auth: OK
2012-02-10 03:10:28,491 [11] INFO  Lilo.MmoServer.MmoPeer - Level Size (1000, 1000), Tile (10, 10)
2012-02-10 03:10:28,491 [11] INFO  Lilo.MmoServer.MmoPeer - =====> fogMode: 
2012-02-10 03:10:49,851 [9] INFO  Lilo.MmoServer.MmoPeer - View Distance 10, 10
2012-02-10 03:10:55,007 [6] INFO  Lilo.MmoServer.MmoPeer - DBServerAddress: 127.0.0.1:27017
2012-02-10 03:10:55,007 [6] INFO  Lilo.MmoServer.MmoPeer - DBUserName: admin, DBPassword: manglayang2010
2012-02-10 03:10:55,366 [9] INFO  Lilo.MmoServer.MmoPeer - Logging In...
2012-02-10 03:10:55,382 [9] INFO  Lilo.MmoServer.MmoPeer - Auth: OK
2012-02-10 03:10:55,741 [8] ERROR Lilo.Server.Db.DbManager - DbManager.GetLevel(): Object reference not set to an instance of an object.
2012-02-10 03:10:55,741 [8] ERROR Lilo.MmoServer.PhotonApplication - System.NullReferenceException: Object reference not set to an instance of an object.
   at Lilo.MmoServer.MmoPeer.OperationLoadWorld(PeerBase peer, OperationRequest request) in D:\LiLo\Lilo3\trunk\Lilo\Lilo.MmoServer\MmoPeer.cs:line 627
   at Lilo.MmoServer.MmoPeer.OnOperationRequest(PeerBase peer, OperationRequest operationRequest, SendParameters sendParameters) in D:\LiLo\Lilo3\trunk\Lilo\Lilo.MmoServer\MmoPeer.cs:line 434
   at Photon.SocketServer.Rpc.Peer.OnOperationRequest(OperationRequest operationRequest, SendParameters sendParameters) in c:\build\photon-socketserver-sdk_3.0\src\Photon.SocketServer\Rpc\Peer.cs:line 134
   at Photon.SocketServer.PeerBase.OnReceiveInternal(Byte[] data, SendParameters sendParameters) in c:\build\photon-socketserver-sdk_3.0\src\Photon.SocketServer\PeerBase.cs:line 641
   at (Object )
   at ExitGames.Concurrency.Core.DefaultExecutor.Execute(List`1 toExecute) in c:\Dev\exitgames-libs\src\Core\Concurrency\Core\DefaultExecutor.cs:line 21
   at ExitGames.Concurrency.Fibers.PoolFiber.Flush(Object ) in c:\Dev\exitgames-libs\src\Core\Concurrency\Fibers\PoolFiber.cs:line 216
   at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state)
   at System.Threading._ThreadPoolWaitCallback.PerformWaitCallbackInternal(_ThreadPoolWaitCallback tpWaitCallBack)
   at System.Threading._ThreadPoolWaitCallback.PerformWaitCallback(Object state)
2012-02-10 04:43:36,179 [6] INFO  Lilo.MmoServer.MmoPeer - DBServerAddress: 127.0.0.1:27017
2012-02-10 04:43:36,179 [6] INFO  Lilo.MmoServer.MmoPeer - DBUserName: admin, DBPassword: manglayang2010
2012-02-10 04:43:36,413 [8] INFO  Lilo.MmoServer.MmoPeer - Authenticating...
2012-02-10 04:43:36,413 [8] INFO  Lilo.MmoServer.MmoPeer - Auth: Exception
2012-02-10 05:29:34,898 [6] INFO  Lilo.MmoServer.MmoPeer - DBServerAddress: 127.0.0.1:27017
2012-02-10 05:29:34,898 [6] INFO  Lilo.MmoServer.MmoPeer - DBUserName: admin, DBPassword: manglayang2010
2012-02-10 05:29:34,944 [9] INFO  Lilo.MmoServer.MmoPeer - Authenticating...
2012-02-10 05:29:34,960 [9] INFO  Lilo.MmoServer.MmoPeer - Auth: OK
2012-02-10 05:29:35,132 [8] INFO  Lilo.MmoServer.MmoPeer - Level Size (1000, 1000), Tile (10, 10)
2012-02-10 05:29:35,132 [8] INFO  Lilo.MmoServer.MmoPeer - =====> fogMode: 
2012-02-10 05:29:36,241 [11] INFO  Lilo.MmoServer.MmoPeer - View Distance 10, 10
2012-02-10 05:29:49,007 [6] INFO  Lilo.MmoServer.MmoPeer - DBServerAddress: 127.0.0.1:27017
2012-02-10 05:29:49,007 [6] INFO  Lilo.MmoServer.MmoPeer - DBUserName: admin, DBPassword: manglayang2010
2012-02-10 05:29:49,054 [11] INFO  Lilo.MmoServer.MmoPeer - Authenticating...
2012-02-10 05:29:49,069 [11] INFO  Lilo.MmoServer.MmoPeer - Auth: OK
2012-02-10 05:29:49,210 [8] INFO  Lilo.MmoServer.MmoPeer - Level Size (1000, 1000), Tile (10, 10)
2012-02-10 05:29:49,210 [8] INFO  Lilo.MmoServer.MmoPeer - =====> fogMode: 
2012-02-10 05:29:52,179 [8] INFO  Lilo.MmoServer.MmoPeer - View Distance 10, 10
2012-02-10 05:30:32,616 [6] INFO  Lilo.MmoServer.MmoPeer - DBServerAddress: 127.0.0.1:27017
2012-02-10 05:30:32,616 [6] INFO  Lilo.MmoServer.MmoPeer - DBUserName: admin, DBPassword: manglayang2010
2012-02-10 05:30:32,648 [8] INFO  Lilo.MmoServer.MmoPeer - Authenticating...
2012-02-10 05:30:32,663 [8] INFO  Lilo.MmoServer.MmoPeer - Auth: OK
2012-02-10 05:30:32,694 [8] ERROR Lilo.Server.Db.DbManager - DbManager.GetLevel(): Object reference not set to an instance of an object.
2012-02-10 05:30:32,694 [8] ERROR Lilo.MmoServer.PhotonApplication - System.NullReferenceException: Object reference not set to an instance of an object.
   at Lilo.MmoServer.MmoPeer.OperationLoadWorld(PeerBase peer, OperationRequest request) in D:\LiLo\Lilo3\trunk\Lilo\Lilo.MmoServer\MmoPeer.cs:line 627
   at Lilo.MmoServer.MmoPeer.OnOperationRequest(PeerBase peer, OperationRequest operationRequest, SendParameters sendParameters) in D:\LiLo\Lilo3\trunk\Lilo\Lilo.MmoServer\MmoPeer.cs:line 434
   at Photon.SocketServer.Rpc.Peer.OnOperationRequest(OperationRequest operationRequest, SendParameters sendParameters) in c:\build\photon-socketserver-sdk_3.0\src\Photon.SocketServer\Rpc\Peer.cs:line 134
   at Photon.SocketServer.PeerBase.OnReceiveInternal(Byte[] data, SendParameters sendParameters) in c:\build\photon-socketserver-sdk_3.0\src\Photon.SocketServer\PeerBase.cs:line 641
   at (Object )
   at ExitGames.Concurrency.Core.DefaultExecutor.Execute(List`1 toExecute) in c:\Dev\exitgames-libs\src\Core\Concurrency\Core\DefaultExecutor.cs:line 21
   at ExitGames.Concurrency.Fibers.PoolFiber.Flush(Object ) in c:\Dev\exitgames-libs\src\Core\Concurrency\Fibers\PoolFiber.cs:line 216
   at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state)
   at System.Threading._ThreadPoolWaitCallback.PerformWaitCallbackInternal(_ThreadPoolWaitCallback tpWaitCallBack)
   at System.Threading._ThreadPoolWaitCallback.PerformWaitCallback(Object state)
2012-02-10 05:31:01,241 [6] INFO  Lilo.MmoServer.MmoPeer - DBServerAddress: 127.0.0.1:27017
2012-02-10 05:31:01,257 [6] INFO  Lilo.MmoServer.MmoPeer - DBUserName: admin, DBPassword: manglayang2010
2012-02-10 05:31:01,335 [11] INFO  Lilo.MmoServer.MmoPeer - Authenticating...
2012-02-10 05:31:01,351 [11] INFO  Lilo.MmoServer.MmoPeer - Auth: OK
2012-02-10 05:31:01,523 [9] INFO  Lilo.MmoServer.MmoPeer - Level Size (1000, 1000), Tile (10, 10)
2012-02-10 05:31:01,523 [9] INFO  Lilo.MmoServer.MmoPeer - =====> fogMode: 
2012-02-10 05:31:02,554 [9] INFO  Lilo.MmoServer.MmoPeer - View Distance 10, 10
2012-02-10 05:31:04,210 [6] INFO  Lilo.MmoServer.MmoPeer - DBServerAddress: 127.0.0.1:27017
2012-02-10 05:31:04,210 [6] INFO  Lilo.MmoServer.MmoPeer - DBUserName: admin, DBPassword: manglayang2010
2012-02-10 05:31:04,257 [8] INFO  Lilo.MmoServer.MmoPeer - Authenticating...
2012-02-10 05:31:04,273 [8] INFO  Lilo.MmoServer.MmoPeer - Auth: OK
2012-02-10 05:31:04,288 [8] ERROR Lilo.Server.Db.DbManager - DbManager.GetLevel(): Object reference not set to an instance of an object.
2012-02-10 05:31:04,288 [8] ERROR Lilo.MmoServer.PhotonApplication - System.NullReferenceException: Object reference not set to an instance of an object.
   at Lilo.MmoServer.MmoPeer.OperationLoadWorld(PeerBase peer, OperationRequest request) in D:\LiLo\Lilo3\trunk\Lilo\Lilo.MmoServer\MmoPeer.cs:line 627
   at Lilo.MmoServer.MmoPeer.OnOperationRequest(PeerBase peer, OperationRequest operationRequest, SendParameters sendParameters) in D:\LiLo\Lilo3\trunk\Lilo\Lilo.MmoServer\MmoPeer.cs:line 434
   at Photon.SocketServer.Rpc.Peer.OnOperationRequest(OperationRequest operationRequest, SendParameters sendParameters) in c:\build\photon-socketserver-sdk_3.0\src\Photon.SocketServer\Rpc\Peer.cs:line 134
   at Photon.SocketServer.PeerBase.OnReceiveInternal(Byte[] data, SendParameters sendParameters) in c:\build\photon-socketserver-sdk_3.0\src\Photon.SocketServer\PeerBase.cs:line 641
   at (Object )
   at ExitGames.Concurrency.Core.DefaultExecutor.Execute(List`1 toExecute) in c:\Dev\exitgames-libs\src\Core\Concurrency\Core\DefaultExecutor.cs:line 21
   at ExitGames.Concurrency.Fibers.PoolFiber.Flush(Object ) in c:\Dev\exitgames-libs\src\Core\Concurrency\Fibers\PoolFiber.cs:line 216
   at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state)
   at System.Threading._ThreadPoolWaitCallback.PerformWaitCallbackInternal(_ThreadPoolWaitCallback tpWaitCallBack)
   at System.Threading._ThreadPoolWaitCallback.PerformWaitCallback(Object state)
2012-02-10 05:37:22,304 [6] INFO  Lilo.MmoServer.MmoPeer - DBServerAddress: 127.0.0.1:27017
2012-02-10 05:37:22,304 [6] INFO  Lilo.MmoServer.MmoPeer - DBUserName: admin, DBPassword: manglayang2010
2012-02-10 05:37:22,351 [11] INFO  Lilo.MmoServer.MmoPeer - Authenticating...
2012-02-10 05:37:22,366 [11] INFO  Lilo.MmoServer.MmoPeer - Auth: OK
2012-02-10 05:37:22,507 [8] INFO  Lilo.MmoServer.MmoPeer - Level Size (1000, 1000), Tile (10, 10)
2012-02-10 05:37:22,507 [8] INFO  Lilo.MmoServer.MmoPeer - =====> fogMode: 
2012-02-10 05:37:23,538 [9] INFO  Lilo.MmoServer.MmoPeer - View Distance 10, 10
2012-02-10 05:37:29,241 [6] INFO  Lilo.MmoServer.MmoPeer - DBServerAddress: 127.0.0.1:27017
2012-02-10 05:37:29,241 [6] INFO  Lilo.MmoServer.MmoPeer - DBUserName: admin, DBPassword: manglayang2010
2012-02-10 05:37:29,273 [8] INFO  Lilo.MmoServer.MmoPeer - Authenticating...
2012-02-10 05:37:29,288 [8] INFO  Lilo.MmoServer.MmoPeer - Auth: OK
2012-02-10 05:37:29,304 [8] ERROR Lilo.Server.Db.DbManager - DbManager.GetLevel(): Object reference not set to an instance of an object.
2012-02-10 05:37:29,319 [8] ERROR Lilo.MmoServer.PhotonApplication - System.NullReferenceException: Object reference not set to an instance of an object.
   at Lilo.MmoServer.MmoPeer.OperationLoadWorld(PeerBase peer, OperationRequest request) in D:\LiLo\Lilo3\trunk\Lilo\Lilo.MmoServer\MmoPeer.cs:line 627
   at Lilo.MmoServer.MmoPeer.OnOperationRequest(PeerBase peer, OperationRequest operationRequest, SendParameters sendParameters) in D:\LiLo\Lilo3\trunk\Lilo\Lilo.MmoServer\MmoPeer.cs:line 434
   at Photon.SocketServer.Rpc.Peer.OnOperationRequest(OperationRequest operationRequest, SendParameters sendParameters) in c:\build\photon-socketserver-sdk_3.0\src\Photon.SocketServer\Rpc\Peer.cs:line 134
   at Photon.SocketServer.PeerBase.OnReceiveInternal(Byte[] data, SendParameters sendParameters) in c:\build\photon-socketserver-sdk_3.0\src\Photon.SocketServer\PeerBase.cs:line 641
   at (Object )
   at ExitGames.Concurrency.Core.DefaultExecutor.Execute(List`1 toExecute) in c:\Dev\exitgames-libs\src\Core\Concurrency\Core\DefaultExecutor.cs:line 21
   at ExitGames.Concurrency.Fibers.PoolFiber.Flush(Object ) in c:\Dev\exitgames-libs\src\Core\Concurrency\Fibers\PoolFiber.cs:line 216
   at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state)
   at System.Threading._ThreadPoolWaitCallback.PerformWaitCallbackInternal(_ThreadPoolWaitCallback tpWaitCallBack)
   at System.Threading._ThreadPoolWaitCallback.PerformWaitCallback(Object state)
